energy,mxw
0.011,0.7113
0.012,0.71163
0.013,0.71196
0.014,0.71229
0.015,0.71262
0.016,0.71295
0.017,0.71329
0.018,0.71361
0.019,0.71394
0.02,0.71427
0.021,0.7146
0.022,0.71493
0.023,0.71526
0.024,0.71559
0.025,0.71591
0.026,0.71624
0.027,0.71657
0.028,0.71689
0.029,0.71722
0.03,0.71755
0.031,0.71787
0.032,0.7182
0.033,0.71852
0.034,0.71885
0.035,0.71917
0.036,0.7195
0.037,0.71982
0.038,0.72014
0.039,0.72047
0.04,0.72079
0.041,0.72111
0.042,0.72144
0.043,0.72176
0.044,0.72208
0.045,0.7224
0.046,0.72272
0.047,0.72304
0.048,0.72336
0.049,0.72368
0.05,0.724
0.051,0.72432
0.052,0.72464
0.053,0.72496
0.054,0.72528
0.055,0.7256
0.056,0.72592
0.057,0.72623
0.058,0.72655
0.059,0.72687
0.06,0.72719
0.061,0.7275
0.062,0.72782
0.063,0.72813
0.064,0.72845
0.065,0.72876
0.066,0.72908
0.067,0.72939
0.068,0.72971
0.069,0.73002
0.07,0.73034
0.071,0.73065
0.072,0.73096
0.073,0.73127
0.074,0.73159
0.075,0.7319
0.076,0.73221
0.077,0.73252
0.078,0.73283
0.079,0.73314
0.08,0.73346
0.081,0.73377
0.082,0.73408
0.083,0.73439
0.084,0.7347
0.085,0.735
0.086,0.73531
0.087,0.73562
0.088,0.73593
0.089,0.73624
0.09,0.73655
0.091,0.73685
0.092,0.73716
0.093,0.73747
0.094,0.73777
0.095,0.73808
0.096,0.73839
0.097,0.73869
0.098,0.739
0.099,0.7393
0.1,0.73961
0.11,0.74264
0.12,0.74563
0.13,0.7486
0.14,0.75154
0.15,0.75445
0.16,0.75733
0.17,0.76018
0.18,0.763
0.19,0.7658
0.2,0.76857
0.21,0.77131
0.22,0.77403
0.23,0.77671
0.24,0.77938
0.25,0.78201
0.26,0.78462
0.27,0.7872
0.28,0.78976
0.29,0.79229
0.3,0.79479
0.31,0.79727
0.32,0.79972
0.33,0.80213
0.34,0.80452
0.35,0.80687
0.36,0.80919
0.37,0.81148
0.38,0.81375
0.39,0.81598
0.4,0.81821
0.41,0.82041
0.42,0.82258
0.43,0.82473
0.44,0.82683
0.45,0.82888
0.46,0.83086
0.47,0.83277
0.48,0.83459
0.49,0.83634
0.5,0.83804
0.51,0.83969
0.52,0.84133
0.53,0.84294
0.54,0.84454
0.55,0.84612
0.56,0.84768
0.57,0.8492
0.58,0.85066
0.59,0.85206
0.6,0.85341
0.61,0.8547
0.62,0.85595
0.63,0.85717
0.64,0.85837
0.65,0.85956
0.66,0.86075
0.67,0.86194
0.68,0.86313
0.69,0.86432
0.7,0.86552
0.71,0.86672
0.72,0.86791
0.73,0.8691
0.74,0.87028
0.75,0.87146
0.76,0.87264
0.77,0.87383
0.78,0.87502
0.79,0.87621
0.8,0.8774
0.81,0.8786
0.82,0.8798
0.83,0.881
0.84,0.88221
0.85,0.88343
0.86,0.88466
0.87,0.8859
0.88,0.88715
0.89,0.8884
0.9,0.88967
0.91,0.89094
0.92,0.89222
0.93,0.8935
0.94,0.89479
0.95,0.89608
0.96,0.89738
0.97,0.89867
0.98,0.89997
0.99,0.90127
1,0.90257
1.1,0.91562
1.2,0.92885
1.3,0.94263
1.4,0.95671
1.5,0.97082
1.6,0.98474
1.7,0.99824
1.8,1.0112
1.9,1.0235
2,1.0351
2.1,1.046
2.2,1.0562
2.3,1.0659
2.4,1.0749
2.5,1.0835
2.6,1.0917
2.7,1.0995
2.8,1.107
2.9,1.1143
3,1.1215
3.1,1.1286
3.2,1.1356
3.3,1.1426
3.4,1.1497
3.5,1.1568
3.6,1.164
3.7,1.1713
3.8,1.1787
3.9,1.1862
4,1.1938
4.1,1.2016
4.2,1.2095
4.3,1.2175
4.4,1.2256
4.5,1.2338
4.6,1.2421
4.7,1.2505
4.8,1.2589
4.9,1.2674
5,1.276
5.1,1.2845
5.2,1.293
5.3,1.3015
5.4,1.31
5.5,1.3185
5.6,1.3269
5.7,1.3352
5.8,1.3434
5.9,1.3516
6,1.3596
6.1,1.3676
6.2,1.3755
6.3,1.3832
6.4,1.3909
6.5,1.3985
6.6,1.4059
6.7,1.4133
6.8,1.4206
6.9,1.4277
7,1.4348
7.1,1.4419
7.2,1.4489
7.3,1.4558
7.4,1.4627
7.5,1.4695
7.6,1.4763
7.7,1.4831
7.8,1.4898
7.9,1.4966
8,1.5033
8.1,1.5101
8.2,1.5168
8.3,1.5236
8.4,1.5304
8.5,1.5373
8.6,1.5441
8.7,1.551
8.8,1.5579
8.9,1.5649
9,1.5719
9.1,1.5789
9.2,1.586
9.3,1.5931
9.4,1.6002
9.5,1.6074
9.6,1.6146
9.7,1.6219
9.8,1.6291
9.9,1.6364
10,1.6437
10.2,1.6577
10.4,1.6721
10.6,1.6869
10.8,1.7021
11,1.7178
11.2,1.7318
11.4,1.7463
11.6,1.7611
11.8,1.7763
12,1.7919
12.2,1.8056
12.4,1.8197
12.6,1.834
12.8,1.8488
13,1.8639
13.2,1.8774
13.4,1.8913
13.6,1.9055
13.8,1.92
14,1.9348
14.2,1.9481
14.4,1.9616
14.6,1.9754
14.8,1.9895
15,2.0039
15.2,2.0168
15.4,2.03
15.6,2.0435
15.8,2.0572
16,2.0712
16.2,2.0839
16.4,2.0968
16.6,2.11
16.8,2.1233
17,2.137
17.2,2.1493
17.4,2.1618
17.6,2.1746
17.8,2.1876
18,2.2007
18.2,2.2127
18.4,2.2248
18.6,2.2371
18.8,2.2496
19,2.2623
19.2,2.2738
19.4,2.2855
19.6,2.2974
19.8,2.3095
20,2.3217
20.2,2.3329
20.4,2.3443
20.6,2.3558
20.8,2.3675
21,2.3794
21.2,2.3903
21.4,2.4014
21.6,2.4127
21.8,2.4241
22,2.4356
22.2,2.4463
22.4,2.4571
22.6,2.4681
22.8,2.4792
23,2.4904
23.2,2.5008
23.4,2.5112
23.6,2.5219
23.8,2.5326
24,2.5435
24.2,2.5533
24.4,2.5633
24.6,2.5735
24.8,2.5837
25,2.5941
25.2,2.6032
25.4,2.6125
25.6,2.6219
25.8,2.6314
26,2.641
26.2,2.6493
26.4,2.6576
26.6,2.6661
26.8,2.6747
27,2.6834
27.2,2.6906
27.4,2.6979
27.6,2.7053
27.8,2.7128
28,2.7204
28.2,2.7265
28.4,2.7328
28.6,2.7391
28.8,2.7455
29,2.752
29.2,2.7571
29.4,2.7623
29.6,2.7676
29.8,2.773
30,2.7784
