energy,barns
6.96E-05,20.3874
6.97E-05,20.2411
6.98E-05,19.781
6.99E-05,19.65
7.00E-05,19.3562
7.01E-05,18.9936
7.02E-05,18.8847
7.03E-05,18.5478
7.03E-05,18.4444
7.05E-05,18.1782
7.06E-05,17.9598
7.06E-05,17.8393
7.08E-05,17.6124
7.08E-05,17.5343
7.08E-05,17.5272
7.10E-05,17.2516
7.10E-05,17.1617
7.11E-05,17.0231
7.12E-05,16.9219
7.12E-05,16.9188
7.13E-05,16.829
7.14E-05,16.7089
7.14E-05,16.6588
7.15E-05,16.5947
7.15E-05,16.5694
7.16E-05,16.5296
7.16E-05,16.4913
7.17E-05,16.4761
7.17E-05,16.4308
7.18E-05,16.3948
7.18E-05,16.3886
7.19E-05,16.3826
7.19E-05,16.3609
7.20E-05,16.3582
7.21E-05,16.3708
7.21E-05,16.3817
7.21E-05,16.3842
7.22E-05,16.407
7.22E-05,16.4376
7.22E-05,16.4494
7.23E-05,16.5216
7.23E-05,16.5406
7.24E-05,16.5524
7.24E-05,16.609
7.25E-05,16.7072
7.25E-05,16.7192
7.25E-05,16.8367
7.26E-05,16.9069
7.26E-05,16.9695
7.27E-05,17.14
7.27E-05,17.1847
7.27E-05,17.3464
7.28E-05,17.4589
7.28E-05,17.5095
7.28E-05,17.589
7.28E-05,17.8045
7.29E-05,17.8646
7.29E-05,18.1353
7.29E-05,18.195
7.29E-05,18.2365
7.30E-05,18.5146
7.30E-05,18.5771
7.30E-05,18.8174
7.30E-05,18.9774
7.30E-05,19.0104
7.31E-05,19.154
7.31E-05,19.4336
7.31E-05,19.527
7.31E-05,19.9504
7.31E-05,19.9702
7.32E-05,20.4323
7.32E-05,20.5916
7.32E-05,20.9829
7.33E-05,21.3874
7.33E-05,21.4482
7.33E-05,21.5976
7.33E-05,21.9984
7.33E-05,22.2031
7.33E-05,22.6945
7.33E-05,22.7723
7.34E-05,23.4043
7.34E-05,23.4857
7.34E-05,24.1199
7.34E-05,24.4004
7.34E-05,24.5049
7.34E-05,24.9188
7.35E-05,25.4534
7.35E-05,25.8091
7.35E-05,26.3592
7.35E-05,26.5605
7.35E-05,26.9744
7.35E-05,27.385
7.35E-05,28.3246
7.36E-05,28.6877
7.36E-05,29.0954
7.36E-05,30.0273
7.36E-05,30.2203
7.36E-05,31.0749
7.36E-05,31.4078
7.36E-05,32.135
7.36E-05,32.2563
7.36E-05,32.7591
7.36E-05,33.243
7.37E-05,34.3156
7.37E-05,35.4339
7.37E-05,35.5495
7.37E-05,36.1528
7.37E-05,36.9098
7.37E-05,37.7448
7.37E-05,37.9041
7.37E-05,38.8691
7.37E-05,39.0015
7.37E-05,39.253
7.37E-05,40.2187
7.37E-05,41.3271
7.37E-05,41.8074
7.37E-05,42.2766
7.37E-05,42.9844
7.37E-05,43.7462
7.37E-05,44.2418
7.38E-05,45.061
7.38E-05,45.6105
7.38E-05,45.8417
7.38E-05,47.1192
7.38E-05,48.2254
7.38E-05,48.3952
7.38E-05,48.736
7.38E-05,49.354
7.38E-05,50.5058
7.38E-05,50.9429
7.38E-05,52.4481
7.38E-05,54.0454
7.38E-05,54.5431
7.38E-05,55.7489
7.38E-05,56.8453
7.38E-05,57.5958
7.38E-05,58.8496
7.38E-05,59.3665
7.38E-05,61.6502
7.38E-05,62.0818
7.38E-05,62.3061
7.38E-05,65.0849
7.38E-05,66.1794
7.38E-05,66.2973
7.38E-05,68.3375
7.38E-05,70.4163
7.38E-05,70.5078
7.38E-05,71.8867
7.38E-05,75.0289
7.38E-05,75.325
7.39E-05,75.7219
7.39E-05,79.0758
7.39E-05,80.7086
7.39E-05,81.6925
7.39E-05,83.4218
7.39E-05,84.6178
7.39E-05,88.0982
7.39E-05,88.3473
7.39E-05,88.74
7.39E-05,93.2051
7.39E-05,95.801
7.39E-05,97.9488
7.39E-05,98.6672
7.39E-05,102.981
7.39E-05,104.026
7.39E-05,104.494
7.39E-05,108.365
7.39E-05,110.793
7.39E-05,113.136
7.39E-05,113.745
7.39E-05,117.503
7.39E-05,122.013
7.39E-05,123.101
7.39E-05,124.606
7.39E-05,130.91
7.39E-05,132.176
7.39E-05,134.791
7.39E-05,140.413
7.39E-05,141.458
7.39E-05,148.374
7.39E-05,150.491
7.39E-05,151.945
7.40E-05,161.181
7.40E-05,163.036
7.40E-05,173.239
7.40E-05,174.843
7.40E-05,185.785
7.40E-05,187.061
7.40E-05,191.254
7.40E-05,198.955
7.40E-05,209.877
7.40E-05,212.439
7.40E-05,230.877
7.40E-05,231.998
7.40E-05,249.19
7.40E-05,252.868
7.40E-05,279.939
7.40E-05,283.433
7.41E-05,297.417
7.41E-05,299.099
7.41E-05,313.812
7.41E-05,321.57
7.41E-05,323.116
7.41E-05,329.019
7.41E-05,337.282
7.41E-05,342.483
7.41E-05,349.557
7.41E-05,353.896
7.41E-05,359.604
7.41E-05,362.97
7.41E-05,367.156
7.41E-05,369.168
7.41E-05,369.45
7.41E-05,371.999
7.41E-05,372.755
7.41E-05,373.191
7.41E-05,373.871
7.42E-05,373.921
7.42E-05,374.001
7.42E-05,373.67
7.42E-05,373.029
7.42E-05,372.26
7.42E-05,371.555
7.42E-05,369.642
7.42E-05,368.196
7.42E-05,367.905
7.42E-05,366.876
7.42E-05,363.388
7.42E-05,362.575
7.42E-05,359.87
7.42E-05,355.287
7.42E-05,354.271
7.42E-05,349.69
7.42E-05,342.726
7.42E-05,341.448
7.42E-05,337.322
7.42E-05,328.982
7.42E-05,324.503
7.42E-05,322.94
7.42E-05,313.482
7.42E-05,306.83
7.42E-05,305.156
7.43E-05,296.554
7.43E-05,289.398
7.43E-05,278.608
7.43E-05,271.529
7.43E-05,249.987
7.43E-05,245.705
7.43E-05,241.408
7.43E-05,220.351
7.43E-05,205.307
7.43E-05,203.255
7.43E-05,195.436
7.43E-05,189.903
7.43E-05,174.939
7.43E-05,173.113
7.43E-05,168.403
7.43E-05,164.881
7.44E-05,155.221
7.44E-05,154.124
7.44E-05,150.689
7.44E-05,146.215
7.44E-05,142.675
7.44E-05,137.314
7.44E-05,135.683
7.44E-05,132.205
7.44E-05,129.088
7.44E-05,125.677
7.44E-05,123.767
7.44E-05,123.36
7.44E-05,118.077
7.44E-05,117.14
7.44E-05,116.781
7.44E-05,113.036
7.44E-05,111.168
7.44E-05,109.066
7.44E-05,108.102
7.44E-05,105.824
7.44E-05,103.667
7.44E-05,102.315
7.44E-05,101.107
7.44E-05,99.718
7.44E-05,98.3033
7.44E-05,97.0161
7.44E-05,96.2518
7.44E-05,94.8374
7.44E-05,93.5355
7.44E-05,93.258
7.44E-05,91.9011
7.44E-05,90.8941
7.44E-05,90.6666
7.44E-05,89.5045
7.45E-05,88.4926
7.45E-05,88.3683
7.45E-05,88.0935
7.45E-05,87.5871
7.45E-05,86.6918
7.45E-05,86.6488
7.45E-05,86.1808
7.45E-05,85.6895
7.45E-05,85.49
7.45E-05,85.2506
7.45E-05,85.0412
7.45E-05,84.8528
7.45E-05,84.8288
7.45E-05,84.7423
7.45E-05,84.7263
7.45E-05,84.7263
7.45E-05,84.7822
7.45E-05,85.0352
7.45E-05,85.1028
7.45E-05,85.2004
7.45E-05,85.7268
7.45E-05,85.9717
7.45E-05,86.0707
7.45E-05,86.7898
7.45E-05,87.321
7.45E-05,87.3672
7.45E-05,88.219
7.45E-05,89.0291
7.45E-05,89.0893
7.45E-05,89.3578
7.45E-05,91.2596
7.45E-05,91.4096
7.45E-05,92.1693
7.45E-05,93.8284
7.45E-05,96.108
7.45E-05,96.5982
7.45E-05,96.7964
7.45E-05,99.7785
7.45E-05,100.209
7.46E-05,100.903
7.46E-05,103.109
7.46E-05,104.593
7.46E-05,106.591
7.46E-05,106.731
7.46E-05,110.122
7.46E-05,111.033
7.46E-05,113.175
7.46E-05,114.133
7.46E-05,116.381
7.46E-05,117.412
7.46E-05,119.833
7.46E-05,120.909
7.46E-05,123.434
7.46E-05,124.59
7.46E-05,127.301
7.46E-05,128.504
7.46E-05,131.325
7.46E-05,132.613
7.46E-05,135.636
7.46E-05,136.974
7.46E-05,140.113
7.46E-05,141.545
7.46E-05,144.904
7.46E-05,146.388
7.46E-05,149.87
7.46E-05,151.456
7.46E-05,155.178
7.46E-05,156.82
7.46E-05,160.674
7.46E-05,162.428
7.46E-05,166.543
7.46E-05,168.357
7.46E-05,172.615
7.46E-05,174.55
7.46E-05,179.093
7.46E-05,181.093
7.46E-05,185.789
7.46E-05,187.922
7.46E-05,192.927
7.47E-05,195.131
7.47E-05,200.302
7.47E-05,202.65
7.47E-05,208.158
7.47E-05,210.581
7.47E-05,216.277
7.47E-05,223.164
7.47E-05,224.901
7.47E-05,233.809
7.47E-05,236.163
7.47E-05,243.284
7.47E-05,249.123
7.47E-05,253.048
7.47E-05,262.89
7.47E-05,263.411
7.47E-05,274.111
7.47E-05,277.496
7.47E-05,285.457
7.47E-05,293.026
7.47E-05,297.135
7.47E-05,309.498
7.47E-05,322.243
7.47E-05,324.924
7.47E-05,335.723
7.47E-05,341.244
7.47E-05,349.573
7.47E-05,352.488
7.47E-05,364.231
7.47E-05,376.228
7.47E-05,379.256
7.47E-05,395.12
7.47E-05,401.597
7.47E-05,411.403
7.47E-05,428.501
7.48E-05,446.094
7.48E-05,457.117
7.48E-05,464.53
7.48E-05,483.412
7.48E-05,487.347
7.48E-05,503.221
7.48E-05,519.379
7.48E-05,523.453
7.48E-05,544.625
7.48E-05,553.236
7.48E-05,566.258
7.48E-05,588.764
7.48E-05,611.802
7.48E-05,626.215
7.48E-05,635.896
7.48E-05,665.455
7.48E-05,685.306
7.48E-05,706.059
7.48E-05,711.293
7.48E-05,764.596
7.48E-05,770.132
7.48E-05,792.486
7.48E-05,837.884
7.48E-05,849.336
7.48E-05,878.961
7.48E-05,908.992
7.49E-05,969.521
7.49E-05,982.001
7.49E-05,1000.86
7.49E-05,1067.48
7.49E-05,1198.53
7.49E-05,1339.12
7.49E-05,1395.85
7.49E-05,1462.45
7.49E-05,1503.91
7.49E-05,1509.51
7.49E-05,1565
7.50E-05,1602.79
7.50E-05,1622.9
7.50E-05,1635.29
7.50E-05,1668.9
7.50E-05,1692.25
7.50E-05,1696.94
7.50E-05,1726.59
7.50E-05,1749.55
7.50E-05,1753.73
7.50E-05,1775.14
7.50E-05,1792.31
7.50E-05,1803.39
7.50E-05,1813.16
7.50E-05,1821.51
7.50E-05,1830.61
7.50E-05,1836.36
7.50E-05,1841.83
7.50E-05,1847.32
7.50E-05,1849.87
7.50E-05,1854.77
7.50E-05,1855.5
7.50E-05,1855.32
7.50E-05,1853.64
7.50E-05,1853.33
7.50E-05,1851.08
7.51E-05,1842.6
7.51E-05,1841.46
7.51E-05,1832.34
7.51E-05,1828.93
7.51E-05,1822.55
7.51E-05,1815.54
7.51E-05,1799.38
7.51E-05,1794.38
7.51E-05,1789.65
7.51E-05,1753.29
7.51E-05,1744.16
7.51E-05,1738.21
7.51E-05,1694.33
7.51E-05,1681.43
7.51E-05,1674.35
7.51E-05,1622.95
7.51E-05,1607.94
7.51E-05,1599.93
7.51E-05,1542.41
7.51E-05,1525.71
7.51E-05,1516.91
7.52E-05,1454.14
7.52E-05,1390.47
7.52E-05,1381.12
7.52E-05,1315.04
7.52E-05,1124.16
7.52E-05,1095.48
7.52E-05,1057.68
7.52E-05,979.744
7.52E-05,943.585
7.52E-05,895.535
7.52E-05,891.201
7.52E-05,857.093
7.53E-05,807.875
7.53E-05,775.615
7.53E-05,771.738
7.53E-05,748.691
7.53E-05,718.461
7.53E-05,696.627
7.53E-05,693.021
7.53E-05,664.693
7.53E-05,640.902
7.53E-05,627.565
7.53E-05,614.374
7.53E-05,592.287
7.53E-05,567.556
7.53E-05,564.587
7.53E-05,546.976
7.53E-05,535.445
7.53E-05,518.78
7.53E-05,517.417
7.53E-05,502.591
7.53E-05,479.294
7.53E-05,474.219
7.53E-05,471.707
7.53E-05,451.839
7.53E-05,447.698
7.53E-05,443.02
7.54E-05,426.193
7.54E-05,418.481
7.54E-05,404.823
7.54E-05,402.239
7.54E-05,387.527
7.54E-05,379.853
7.54E-05,366.686
7.54E-05,359.287
7.54E-05,357.541
7.54E-05,337.016
7.54E-05,333.663
7.54E-05,332.872
7.54E-05,318.121
7.54E-05,310.516
7.54E-05,303.344
7.54E-05,300.524
7.54E-05,289.477
7.54E-05,284.251
7.54E-05,281.772
7.54E-05,272.719
7.54E-05,269.281
7.54E-05,262.4
7.54E-05,257.368
7.54E-05,255.457
7.54E-05,243.295
7.54E-05,242.66
7.54E-05,239.553
7.54E-05,230.431
7.54E-05,229.853
7.55E-05,219.683
7.55E-05,218.577
7.55E-05,218.051
7.55E-05,207.766
7.55E-05,207.273
7.55E-05,202.445
7.55E-05,201.028
7.55E-05,197.428
7.55E-05,188.622
7.55E-05,188.208
7.55E-05,187.399
7.55E-05,179.878
7.55E-05,177.543
7.55E-05,174.617
7.55E-05,174.259
7.55E-05,167.591
7.55E-05,164.945
7.55E-05,162.689
7.55E-05,158.905
7.55E-05,156.223
7.55E-05,151.574
7.55E-05,151.005
7.55E-05,148.316
7.56E-05,143.851
7.56E-05,141.36
7.56E-05,141.116
7.56E-05,137.306
7.56E-05,135.062
7.56E-05,131.987
7.56E-05,129.409
7.56E-05,129.207
7.56E-05,123.883
7.56E-05,122.379
7.56E-05,117.439
7.56E-05,116.061
7.56E-05,113.464
7.56E-05,111.575
7.56E-05,110.344
7.56E-05,106.276
7.56E-05,105.139
7.57E-05,104.602
7.57E-05,101.472
7.57E-05,99.9395
7.57E-05,97.045
7.57E-05,95.2113
7.57E-05,92.1743
7.57E-05,90.9026
7.57E-05,89.8963
7.57E-05,87.7466
7.57E-05,86.9819
7.57E-05,83.7102
7.57E-05,83.3622
7.58E-05,80.0484
7.58E-05,76.7627
7.58E-05,75.5905
7.58E-05,73.6602
7.58E-05,72.1558
7.58E-05,70.8611
7.58E-05,68.3785
7.58E-05,68.2075
7.59E-05,65.1923
7.59E-05,65.034
7.59E-05,62.448
7.59E-05,62.4001
7.59E-05,61.9776
7.59E-05,59.894
7.59E-05,59.2413
7.59E-05,57.6331
7.59E-05,57.5536
7.60E-05,56.7337
7.60E-05,55.4368
7.60E-05,54.4535
7.60E-05,53.5519
7.60E-05,53.4515
7.60E-05,52.3655
7.60E-05,51.6467
7.61E-05,50.1095
7.61E-05,50.0514
7.61E-05,49.9397
7.61E-05,48.0736
7.61E-05,47.804
7.61E-05,46.3299
7.61E-05,46.13
7.61E-05,45.6989
7.62E-05,44.7489
7.62E-05,43.8146
7.62E-05,43.2661
7.62E-05,42.8093
7.62E-05,42.0921
7.62E-05,41.9028
7.62E-05,40.6361
7.62E-05,40.5263
7.63E-05,40.0035
7.63E-05,39.1044
7.63E-05,38.9138
7.63E-05,37.7923
7.63E-05,37.6882
7.64E-05,36.884
7.64E-05,36.4665
7.64E-05,36.4003
7.64E-05,35.2295
7.64E-05,35.1655
7.65E-05,34.3124
7.65E-05,34.1379
7.65E-05,33.9661
7.65E-05,33.1477
7.65E-05,32.8789
7.65E-05,32.2177
7.65E-05,32.1676
7.66E-05,31.4008
7.66E-05,31.3559
7.66E-05,30.5581
7.66E-05,30.3396
7.67E-05,30.0906
7.67E-05,29.6614
7.67E-05,28.9327
7.67E-05,28.679
7.68E-05,28.0733
7.68E-05,27.8717
7.68E-05,27.7763
7.69E-05,26.9634
7.69E-05,26.9326
7.69E-05,26.2595
7.69E-05,26.204
7.69E-05,26.0674
7.70E-05,25.5209
7.70E-05,25.29
7.70E-05,24.8729
7.71E-05,24.8003
7.71E-05,24.5717
7.71E-05,24.29
7.72E-05,23.6279
7.72E-05,23.6069
7.72E-05,23.1905
7.73E-05,22.9296
7.73E-05,22.7462
7.73E-05,22.294
7.74E-05,22.0542
7.74E-05,21.8577
7.74E-05,21.7047
7.75E-05,21.4335
7.75E-05,21.1764
7.76E-05,20.6693
7.76E-05,20.5859
7.77E-05,20.2989
7.77E-05,20.1992
7.78E-05,19.837
7.78E-05,19.7684
7.79E-05,19.2465
7.79E-05,19.1603
7.79E-05,19.1242
7.80E-05,18.8151
7.80E-05,18.5676
7.81E-05,18.4093
7.82E-05,18.0207
7.82E-05,18.0127
7.82E-05,17.8532
7.83E-05,17.669
7.83E-05,17.5209
7.84E-05,17.3538
7.84E-05,17.2217
7.84E-05,17.1683
7.85E-05,16.9939
7.85E-05,16.9088
7.85E-05,16.8757
7.86E-05,16.7934
7.86E-05,16.7289
7.86E-05,16.6744
7.86E-05,16.6641
7.86E-05,16.6317
7.87E-05,16.6058
7.87E-05,16.5852
7.87E-05,16.5764
7.87E-05,16.5741
7.87E-05,16.5747
7.87E-05,16.58
7.87E-05,16.5864
7.87E-05,16.5925
7.87E-05,16.6141
7.88E-05,16.643
7.88E-05,16.6697
7.88E-05,16.6817
7.88E-05,16.7276
7.88E-05,16.7744
7.88E-05,16.8277
7.88E-05,16.888
7.88E-05,16.9555
7.88E-05,16.9555
7.88E-05,17.0348
7.88E-05,17.122
7.88E-05,17.2171
7.89E-05,17.3236
7.89E-05,17.4422
7.89E-05,17.5508
7.89E-05,17.5704
7.89E-05,17.7856
7.89E-05,18.0169
7.89E-05,18.2335
7.89E-05,18.3405
7.90E-05,18.7285
7.90E-05,19.02
7.90E-05,19.1952
7.90E-05,19.2518
7.90E-05,19.2979
7.90E-05,19.4735
7.90E-05,19.5137
7.90E-05,19.6138
7.90E-05,19.7202
7.90E-05,19.7394
7.91E-05,19.7812
7.91E-05,19.8002
7.91E-05,19.7953
7.91E-05,19.7775
7.91E-05,19.7532
7.91E-05,19.6756
7.91E-05,19.6144
7.91E-05,19.5621
7.91E-05,19.3918
7.91E-05,19.2087
7.92E-05,18.9888
7.92E-05,18.6844
7.92E-05,18.5891
7.92E-05,18.293
7.92E-05,18.293
7.92E-05,17.7797
7.92E-05,17.7172
7.92E-05,17.2736
7.92E-05,17.0647
7.93E-05,16.8153
7.93E-05,16.7579
7.93E-05,16.4621
7.93E-05,16.4
7.93E-05,16.2802
7.93E-05,16.2495
7.93E-05,16.0472
7.93E-05,16.0292
7.93E-05,15.8657
7.93E-05,15.6985
7.93E-05,15.6034
7.93E-05,15.5481
7.94E-05,15.4162
7.94E-05,15.297
7.94E-05,15.2459
7.94E-05,15.1921
7.94E-05,15.1746
7.94E-05,15.103
7.94E-05,15.0247
7.94E-05,14.9649
7.94E-05,14.953
7.94E-05,14.9143
7.94E-05,14.87
7.94E-05,14.8306
7.95E-05,14.785
7.95E-05,14.7796
7.95E-05,14.7603
7.95E-05,14.7421
7.95E-05,14.7135
7.95E-05,14.69
7.95E-05,14.6651
7.95E-05,14.6563
7.96E-05,14.6488
7.96E-05,14.6349
7.96E-05,14.6329
7.96E-05,14.6351
7.96E-05,14.6395
7.97E-05,14.6433
7.97E-05,14.6647
7.97E-05,14.6753
7.98E-05,14.7285
7.98E-05,14.7434
7.98E-05,14.8061
7.98E-05,14.878
7.98E-05,14.8886
7.99E-05,14.9107
7.99E-05,15.0115
7.99E-05,15.0824
7.99E-05,15.1306
8.00E-05,15.2703
8.00E-05,15.3667
8.00E-05,15.4319
8.00E-05,15.6049
8.01E-05,15.744
8.01E-05,15.8004
8.01E-05,16.0213
8.01E-05,16.2327
8.01E-05,16.2683
8.02E-05,16.5453
8.02E-05,16.8525
8.02E-05,17.1949
8.03E-05,17.5723
8.03E-05,17.6321
8.03E-05,18.0683
8.03E-05,18.588
8.03E-05,18.6217
8.04E-05,19.2395
8.04E-05,19.8816
8.04E-05,19.9232
8.05E-05,20.6804
8.05E-05,21.3589
8.05E-05,21.4602
8.05E-05,21.4602
8.05E-05,22.2889
8.06E-05,23.1848
8.06E-05,23.9568
8.06E-05,24.1505
8.06E-05,25.1894
8.07E-05,26.2997
8.07E-05,26.5384
8.07E-05,27.9016
8.07E-05,28.5009
8.08E-05,29.1862
8.08E-05,31.0032
8.09E-05,33.3268
8.09E-05,34.0623
8.09E-05,34.5926
8.09E-05,35.5782
8.10E-05,37.9471
8.10E-05,39.6656
8.10E-05,39.8817
8.10E-05,41.1972
8.11E-05,44.4762
8.12E-05,46.4365
8.12E-05,47.0573
8.12E-05,47.6812
8.12E-05,49.545
8.13E-05,50.7142
8.13E-05,51.4902
8.13E-05,52.5591
8.13E-05,53.4518
8.13E-05,54.1627
8.14E-05,55.7192
8.14E-05,56.4939
8.15E-05,57.8035
8.15E-05,58.4551
8.15E-05,58.9857
8.16E-05,60.0409
8.16E-05,61.2716
8.17E-05,62.1932
8.17E-05,62.4412
8.18E-05,63.0028
8.18E-05,63.1042
8.19E-05,63.4608
8.19E-05,63.4808
8.19E-05,63.518
8.20E-05,63.6555
8.20E-05,63.7094
8.20E-05,63.7289
8.21E-05,63.7394
8.21E-05,63.7648
8.21E-05,63.7942
8.22E-05,63.832
8.22E-05,63.8818
8.22E-05,63.8974
8.22E-05,63.9234
8.23E-05,63.9758
8.23E-05,64.0214
8.23E-05,64.0786
8.23E-05,64.1308
8.23E-05,64.1606
8.23E-05,64.2784
8.23E-05,64.3035
8.23E-05,64.3644
8.23E-05,64.46
8.24E-05,64.5685
8.24E-05,64.6921
8.24E-05,64.8332
8.24E-05,64.9945
8.24E-05,65.1305
8.24E-05,65.2809
8.24E-05,65.3549
8.24E-05,65.4637
8.24E-05,65.6771
8.24E-05,65.9095
8.24E-05,66.1627
8.24E-05,66.326
8.24E-05,66.4378
8.24E-05,66.7365
8.25E-05,67.0613
8.25E-05,67.4139
8.25E-05,67.7962
8.25E-05,68.1803
8.25E-05,68.2475
8.25E-05,68.7915
8.25E-05,69.3784
8.25E-05,70.0101
8.25E-05,70.5975
8.25E-05,70.6887
8.25E-05,71.4196
8.25E-05,72.1984
8.25E-05,73.025
8.26E-05,73.7891
8.26E-05,74.2166
8.26E-05,74.542
8.26E-05,75.5266
8.26E-05,77.0217
8.26E-05,77.9411
8.26E-05,79.0541
8.26E-05,81.6265
8.26E-05,82.1853
8.27E-05,87.0265
8.27E-05,87.0265
8.27E-05,89.2191
8.27E-05,91.3376
8.27E-05,91.7976
8.27E-05,92.0649
8.27E-05,93.068
8.27E-05,94.229
8.27E-05,95.3201
8.27E-05,95.9702
8.28E-05,96.3262
8.28E-05,96.4282
8.28E-05,96.4723
8.28E-05,96.8248
8.28E-05,96.9005
8.28E-05,96.9037
8.28E-05,96.737
8.28E-05,96.6908
8.28E-05,96.3227
8.28E-05,96.1136
8.28E-05,95.7908
8.28E-05,95.1228
8.28E-05,93.9011
8.29E-05,92.983
8.29E-05,92.4412
8.29E-05,90.4658
8.29E-05,90.3255
8.29E-05,88.9244
8.29E-05,87.7892
8.29E-05,86.0391
8.29E-05,83.4584
8.30E-05,81.5083
8.30E-05,81.2721
8.30E-05,80.3162
8.30E-05,80.0248
8.30E-05,78.6841
8.30E-05,77.5202
8.30E-05,76.7245
8.30E-05,76.6249
8.30E-05,75.9728
8.30E-05,75.4574
8.30E-05,75.2846
8.30E-05,74.686
8.30E-05,74.1365
8.30E-05,73.635
8.31E-05,73.1801
8.31E-05,72.7698
8.31E-05,72.4021
8.31E-05,72.0694
8.31E-05,71.8627
8.31E-05,71.7832
8.31E-05,71.5713
8.31E-05,71.3949
8.31E-05,71.2509
8.31E-05,71.1364
8.31E-05,71.0486
8.31E-05,71.0475
8.32E-05,70.9909
8.32E-05,70.9547
8.32E-05,70.9376
8.32E-05,70.9375
8.32E-05,70.9435
8.32E-05,70.9931
8.32E-05,71.0792
8.32E-05,71.1849
8.32E-05,71.3069
8.32E-05,71.4004
8.32E-05,71.4445
8.33E-05,71.5981
8.33E-05,71.7591
8.33E-05,71.865
8.33E-05,72.0762
8.33E-05,72.4936
8.33E-05,72.9259
8.34E-05,73.4599
8.34E-05,73.5506
8.34E-05,73.6047
8.34E-05,74.4046
8.34E-05,74.9346
8.35E-05,76.0051
8.35E-05,76.5744
8.35E-05,77.1685
8.35E-05,77.6346
8.36E-05,78.9783
8.36E-05,79.0911
8.37E-05,81.2517
8.37E-05,81.7096
8.37E-05,83.6365
8.38E-05,85.1437
8.38E-05,86.3068
8.38E-05,86.6965
8.39E-05,89.0478
8.39E-05,89.2675
8.39E-05,92.5789
8.40E-05,93.4663
8.40E-05,95.4496
8.40E-05,96.1967
8.41E-05,98.4486
8.41E-05,100.111
8.42E-05,103.451
8.42E-05,104.215
8.42E-05,104.983
8.42E-05,108.373
8.42E-05,108.993
8.43E-05,112.884
8.43E-05,114.754
8.43E-05,115.095
8.44E-05,117.69
8.44E-05,120.298
8.44E-05,121.793
8.44E-05,122.805
8.45E-05,128.301
8.45E-05,129.94
8.45E-05,132.585
8.46E-05,134.133
8.46E-05,138.136
8.46E-05,138.807
8.46E-05,142.401
8.47E-05,146.497
8.47E-05,146.738
8.47E-05,151.108
8.48E-05,153.311
8.48E-05,155.592
8.48E-05,160.196
8.49E-05,164.072
8.49E-05,167.205
8.49E-05,167.998
8.49E-05,170.368
8.49E-05,173.573
8.50E-05,176.014
8.50E-05,178.494
8.50E-05,179.057
8.50E-05,180.939
8.50E-05,183.426
8.50E-05,185.132
8.51E-05,186.901
8.51E-05,188.731
8.51E-05,190.073
8.51E-05,190.318
8.51E-05,191.476
8.51E-05,192.937
8.51E-05,193.206
8.51E-05,194.48
8.51E-05,196.103
8.51E-05,196.405
8.51E-05,197.842
8.51E-05,199.084
8.51E-05,199.221
8.52E-05,200.694
8.52E-05,202.092
8.52E-05,202.247
8.52E-05,203.914
8.52E-05,204.329
8.52E-05,205.703
8.52E-05,206.787
8.52E-05,207.625
8.52E-05,208.517
8.52E-05,209.547
8.52E-05,209.767
8.52E-05,212.14
8.52E-05,212.735
8.52E-05,214.704
8.52E-05,215.35
8.52E-05,217.488
8.52E-05,218.543
8.52E-05,220.515
8.52E-05,222.24
8.52E-05,223.807
8.52E-05,224.087
8.52E-05,226.451
8.52E-05,227.583
8.52E-05,230.536
8.52E-05,231.207
8.53E-05,233.938
8.53E-05,234.657
8.53E-05,237.575
8.53E-05,238.344
8.53E-05,241.463
8.53E-05,242.284
8.53E-05,245.201
8.53E-05,245.637
8.53E-05,246.553
8.53E-05,250.271
8.53E-05,251.248
8.53E-05,255.209
8.53E-05,256.25
8.53E-05,260.471
8.53E-05,261.578
8.53E-05,265.511
8.53E-05,266.094
8.53E-05,267.316
8.53E-05,272.268
8.53E-05,273.564
8.53E-05,278.822
8.53E-05,280.197
8.53E-05,285.774
8.53E-05,287.232
8.53E-05,292.404
8.53E-05,293.167
8.53E-05,294.759
8.53E-05,301.21
8.53E-05,302.891
8.53E-05,309.704
8.53E-05,311.478
8.53E-05,318.667
8.53E-05,320.542
8.53E-05,322.442
8.53E-05,329.782
8.53E-05,330.295
8.54E-05,340.666
8.54E-05,343.291
8.54E-05,351.54
8.54E-05,357.665
8.54E-05,364.07
8.54E-05,371.15
8.54E-05,372.972
8.54E-05,378.669
8.54E-05,389.57
8.54E-05,394.239
8.54E-05,407.069
8.54E-05,410.573
8.54E-05,425.467
8.54E-05,427.688
8.54E-05,432.18
8.54E-05,445.979
8.54E-05,455.301
8.54E-05,474.811
8.54E-05,488.004
8.54E-05,503.444
8.54E-05,522.572
8.54E-05,539.056
8.54E-05,568.726
8.54E-05,576.389
8.55E-05,624.821
8.55E-05,638.53
8.55E-05,703.767
8.55E-05,752.128
8.55E-05,755.251
8.55E-05,800.265
8.55E-05,815.087
8.55E-05,843.061
8.55E-05,856.68
8.55E-05,881.791
8.56E-05,893.481
8.56E-05,910.017
8.56E-05,919.943
8.56E-05,931.906
8.56E-05,934.189
8.56E-05,947.144
8.56E-05,951.864
8.56E-05,959.904
8.56E-05,964.358
8.56E-05,973.979
8.56E-05,975.593
8.56E-05,976.601
8.56E-05,978.371
8.56E-05,980.207
8.56E-05,980.055
8.56E-05,979.66
