energy,mxw
11.2,1.8313
11.4,1.8562
11.6,1.8819
11.8,1.9081
12,1.9351
12.2,1.9606
12.4,1.9867
12.6,2.0134
12.8,2.0407
13,2.0687
13.2,2.0956
13.4,2.1231
13.6,2.1513
13.8,2.18
14,2.2094
14.2,2.2375
14.4,2.2663
14.6,2.2957
14.8,2.3256
15,2.3562
15.2,2.3858
15.4,2.416
15.6,2.4467
15.8,2.478
16,2.51
16.2,2.5411
16.4,2.5728
16.6,2.605
16.8,2.6379
17,2.6714
17.2,2.704
17.4,2.7372
17.6,2.771
17.8,2.8054
18,2.8404
18.2,2.8746
18.4,2.9093
18.6,2.9447
18.8,2.9806
19,3.0172
19.2,3.053
19.4,3.0894
19.6,3.1265
19.8,3.1641
20,3.2024
20.2,3.24
20.4,3.2783
20.6,3.3172
20.8,3.3567
21,3.3968
21.2,3.4365
21.4,3.4769
21.6,3.5178
21.8,3.5594
22,3.6017
22.2,3.6436
22.4,3.6861
22.6,3.7293
22.8,3.7732
23,3.8177
23.2,3.8618
23.4,3.9066
23.6,3.9521
23.8,3.9983
24,4.0451
24.2,4.0914
24.4,4.1384
24.6,4.186
24.8,4.2343
25,4.2834
25.2,4.3316
25.4,4.3805
25.6,4.4301
25.8,4.4804
26,4.5314
26.2,4.5812
26.4,4.6318
26.6,4.683
26.8,4.7349
27,4.7876
27.2,4.8389
27.4,4.8908
27.6,4.9435
27.8,4.9968
28,5.0509
28.2,5.1035
28.4,5.1568
28.6,5.2108
28.8,5.2655
29,5.3209
29.2,5.3749
29.4,5.4296
29.6,5.485
29.8,5.541
30,5.5978
