energy,barns
4.09E-05,4.16282
4.10E-05,3.95739
4.10E-05,3.67009
4.11E-05,3.39674
4.11E-05,3.27038
4.11E-05,3.19868
4.11E-05,3.1523
4.11E-05,3.1279
4.11E-05,3.11874
4.12E-05,3.12937
4.12E-05,3.1536
4.12E-05,3.19476
4.12E-05,3.25596
4.12E-05,3.34069
4.12E-05,3.45287
4.12E-05,3.54503
4.12E-05,3.68455
4.12E-05,3.83564
4.12E-05,4.01235
4.12E-05,4.21727
4.12E-05,4.4531
4.12E-05,4.72266
4.12E-05,5.02886
4.12E-05,5.3747
4.12E-05,5.7632
4.12E-05,6.19741
4.13E-05,6.68035
4.13E-05,7.11297
4.13E-05,7.58164
4.13E-05,8.08785
4.13E-05,8.63301
4.13E-05,9.21846
4.13E-05,9.84536
4.13E-05,10.5148
4.13E-05,11.2276
4.13E-05,12.3225
4.13E-05,13.5088
4.13E-05,14.7866
4.13E-05,16.1551
4.13E-05,17.4501
4.13E-05,19.5198
4.13E-05,21.7318
4.13E-05,24.3782
4.14E-05,27.845
4.14E-05,37.5403
4.14E-05,40.7756
4.14E-05,43.5065
4.14E-05,45.8788
4.14E-05,48.0104
4.14E-05,49.8579
4.14E-05,51.1242
4.15E-05,52.4272
4.15E-05,53.1724
4.15E-05,53.7203
4.15E-05,53.8594
4.15E-05,53.767
4.15E-05,53.3595
4.15E-05,52.645
4.15E-05,51.647
4.15E-05,50.8385
4.15E-05,48.9218
4.15E-05,46.6783
4.16E-05,44.1999
4.16E-05,35.9108
4.16E-05,32.7207
4.16E-05,30.7486
4.16E-05,28.9289
4.16E-05,27.2781
4.16E-05,25.8054
4.17E-05,24.5135
4.17E-05,23.3994
4.17E-05,22.4768
4.17E-05,21.6335
4.17E-05,20.8992
4.17E-05,20.2921
4.17E-05,19.9303
4.17E-05,19.5612
4.18E-05,19.2399
4.18E-05,18.6136
4.18E-05,18.2895
4.18E-05,17.881
4.19E-05,17.3904
4.19E-05,16.5423
4.19E-05,14.9313
4.20E-05,14.1156
4.20E-05,13.5985
4.20E-05,13.1095
4.20E-05,12.6778
4.21E-05,12.1251
4.21E-05,11.619
4.21E-05,11.1992
4.22E-05,10.956
4.22E-05,10.5362
4.23E-05,10.1834
4.23E-05,9.87978
4.24E-05,9.47078
4.25E-05,9.09051
4.26E-05,8.76321
4.27E-05,8.36438
4.29E-05,7.8319
4.32E-05,6.87298
4.34E-05,6.40882
4.35E-05,6.085
4.36E-05,5.72489
4.37E-05,5.45844
4.37E-05,5.21031
4.38E-05,4.93942
4.38E-05,4.64186
4.39E-05,4.31346
4.39E-05,4.01359
4.40E-05,3.68924
4.41E-05,3.11293
4.41E-05,2.9483
4.41E-05,2.85046
4.41E-05,2.78823
4.41E-05,2.74044
4.41E-05,2.71955
4.42E-05,2.70981
4.42E-05,2.71689
4.42E-05,2.73423
4.42E-05,2.76392
4.42E-05,2.80803
4.42E-05,2.86898
4.42E-05,2.9495
4.42E-05,3.02459
4.42E-05,3.11388
4.42E-05,3.21898
4.42E-05,3.34163
4.42E-05,3.48375
4.42E-05,3.64738
4.42E-05,3.8348
4.42E-05,4.04841
4.42E-05,4.29083
4.42E-05,4.56487
4.42E-05,4.87354
4.42E-05,5.22005
4.42E-05,5.58634
4.43E-05,5.9455
4.43E-05,6.33866
4.43E-05,6.76816
4.43E-05,7.2365
4.43E-05,7.74627
4.43E-05,8.30015
4.43E-05,8.90087
4.43E-05,9.55132
4.43E-05,10.2544
4.43E-05,11.0132
4.43E-05,11.8306
4.43E-05,12.7098
4.43E-05,13.6539
4.43E-05,14.6662
4.43E-05,15.7497
4.43E-05,16.9075
4.43E-05,18.1429
4.43E-05,19.9159
4.43E-05,21.8393
4.43E-05,23.9197
4.43E-05,26.0183
4.43E-05,28.2653
4.43E-05,30.6651
4.43E-05,33.2211
4.44E-05,35.9367
4.44E-05,38.6172
4.44E-05,42.2726
4.44E-05,46.164
4.44E-05,50.2902
4.44E-05,56.4039
4.44E-05,62.6771
4.44E-05,69.3224
4.44E-05,77.5023
4.44E-05,86.0783
4.44E-05,101.455
4.45E-05,127.649
4.45E-05,142.639
4.45E-05,151.891
4.45E-05,160.308
4.45E-05,167.008
4.45E-05,172.747
4.45E-05,177.417
4.45E-05,180.428
4.45E-05,182.715
4.45E-05,184.114
4.45E-05,184.35
4.46E-05,183.863
4.46E-05,183.067
4.46E-05,180.38
4.46E-05,176.32
4.46E-05,171.02
4.46E-05,164.638
4.46E-05,157.354
4.46E-05,145.157
4.46E-05,125.294
4.47E-05,108.596
4.47E-05,96.6139
4.47E-05,87.8347
4.47E-05,80.7711
4.47E-05,74.1792
4.47E-05,68.0845
4.47E-05,62.4979
4.47E-05,57.4171
4.48E-05,52.8293
4.48E-05,50.0343
4.48E-05,47.4411
4.48E-05,45.0406
4.48E-05,42.8232
4.48E-05,40.7787
4.48E-05,38.8967
4.48E-05,36.6766
4.48E-05,34.6897
4.48E-05,32.9136
4.48E-05,31.3268
4.48E-05,29.909
4.48E-05,28.6414
4.48E-05,27.5066
4.49E-05,26.1167
4.49E-05,25.0882
4.49E-05,23.8959
4.49E-05,22.8728
4.49E-05,21.9867
4.49E-05,21.212
4.49E-05,20.2156
4.50E-05,19.3735
4.50E-05,18.4835
4.50E-05,17.73
4.50E-05,17.0809
4.51E-05,16.5139
4.51E-05,15.8588
4.51E-05,15.2428
4.52E-05,14.7126
4.52E-05,14.2505
4.52E-05,13.6739
4.53E-05,13.2136
4.54E-05,12.6923
4.54E-05,12.2517
4.55E-05,11.8729
4.56E-05,11.3922
4.57E-05,10.9897
4.58E-05,10.55
4.59E-05,10.1863
4.61E-05,9.7216
4.63E-05,9.25494
4.70E-05,8.00819
4.72E-05,7.53219
4.73E-05,7.4529
4.73E-05,7.41836
4.73E-05,7.44284
4.74E-05,7.49519
4.74E-05,7.59523
4.74E-05,7.71619
4.74E-05,7.87949
4.75E-05,8.06884
4.75E-05,8.29973
4.75E-05,8.61847
4.75E-05,8.92937
4.75E-05,9.37648
4.76E-05,10.0996
4.76E-05,10.8942
4.76E-05,11.3663
4.77E-05,11.803
4.77E-05,12.0881
4.77E-05,12.3013
4.77E-05,12.4144
4.78E-05,12.4436
4.78E-05,12.396
4.78E-05,12.2829
4.78E-05,12.0839
4.79E-05,11.8356
4.80E-05,10.718
4.80E-05,10.2302
4.81E-05,9.82106
4.81E-05,9.4813
4.82E-05,9.21095
4.82E-05,8.85963
4.83E-05,8.54661
4.84E-05,8.19559
4.86E-05,7.74575
4.89E-05,6.89871
4.91E-05,6.46868
4.93E-05,6.00488
4.96E-05,5.08874
4.97E-05,4.59779
4.98E-05,4.56568
4.98E-05,4.563
4.98E-05,4.57627
4.98E-05,4.6084
4.98E-05,4.66665
4.98E-05,4.7591
4.98E-05,4.84452
4.98E-05,4.95291
4.98E-05,5.08812
4.98E-05,5.25442
4.99E-05,5.42377
4.99E-05,5.67347
4.99E-05,5.86779
4.99E-05,6.08677
